PID,ID,app_dt,target,Org_class_new,Org_new,perf_type,mob,threshold_dpd,observe_month,sample_flag,channel_new,ind
10000342,1026,20240404,0,Bank,微众银行,dpd,12,60,12,mob12_dpd60,api,微众银行#mob12_dpd60#api
10000342,1027,20240406,-2,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,h5,拍拍贷#mob9_dpd30#h5
10000342,1028,20240913,0,Rate24,零钱罐,dpd,12,60,12,mob12_dpd60,api,零钱罐#mob12_dpd60#api
10000342,1028,20240913,0,Rate36,美团月付,dpd,6,30,6,mob6_dpd30,api,美团月付#mob6_dpd30#api
10000342,1028,20240913,1,Rate24,零钱罐,fpd,,60,,fpd60,小程序,零钱罐#fpd60#小程序
10000343,1029,20250420,-2,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,h5,拍拍贷#mob6_dpd30#h5
10000343,1029,20250420,0,Rate24,零钱罐,fpd,,30,,fpd30,小程序,零钱罐#fpd30#小程序
10000343,1029,20250420,0,Rate24,零钱罐,dpd,12,30,12,mob12_dpd30,小程序,零钱罐#mob12_dpd30#小程序
10000343,1030,20241112,0,Rate36,拍拍贷,dpd,6,60,6,mob6_dpd60,api,拍拍贷#mob6_dpd60#api
10000343,1030,20241112,0,Rate36,美团月付,dpd,12,60,12,mob12_dpd60,api,美团月付#mob12_dpd60#api
10000343,1031,20250216,0,Bank,百信银行,dpd,6,60,6,mob6_dpd60,api,百信银行#mob6_dpd60#api
10000343,1031,20250216,0,Bank,百信银行,fpd,,30,,fpd30,api,百信银行#fpd30#api
10000344,1032,20240715,1,Bank,百信银行,dpd,12,60,12,mob12_dpd60,京东白条,百信银行#mob12_dpd60#京东白条
10000344,1032,20240715,0,Rate24,分期乐,dpd,9,30,9,mob9_dpd30,小程序,分期乐#mob9_dpd30#小程序
10000344,1032,20240715,0,Rate36,美团月付,dpd,12,30,12,mob12_dpd30,h5,美团月付#mob12_dpd30#h5
10000344,1033,20250808,0,Bank,百信银行,dpd,9,60,9,mob9_dpd60,api,百信银行#mob9_dpd60#api
10000344,1033,20250808,0,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,h5,美团月付#mob9_dpd30#h5
10000344,1033,20250808,0,Bank,百信银行,fpd,,60,,fpd60,api,百信银行#fpd60#api
10000344,1034,20241008,0,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,h5,拍拍贷#mob9_dpd30#h5
10000344,1034,20241008,0,Rate36,拍拍贷,dpd,3,60,3,mob3_dpd60,h5,拍拍贷#mob3_dpd60#h5
10000345,1035,20240412,0,Bank,微众银行,dpd,3,30,3,mob3_dpd30,api,微众银行#mob3_dpd30#api
10000345,1035,20240412,0,Bank,百信银行,dpd,9,30,9,mob9_dpd30,api,百信银行#mob9_dpd30#api
10000345,1036,20250801,0,Rate36,美团月付,dpd,3,30,3,mob3_dpd30,api,美团月付#mob3_dpd30#api
10000345,1036,20250801,0,Rate24,零钱罐,fpd,,30,,fpd30,小程序,零钱罐#fpd30#小程序
10000345,1036,20250801,0,Bank,微众银行,dpd,9,60,9,mob9_dpd60,api,微众银行#mob9_dpd60#api
10000345,1037,20251220,0,Bank,微众银行,dpd,12,60,12,mob12_dpd60,api,微众银行#mob12_dpd60#api
10000345,1037,20251220,0,Rate24,分期乐,dpd,12,30,12,mob12_dpd30,小程序,分期乐#mob12_dpd30#小程序
10000346,1038,20240318,0,Rate24,零钱罐,dpd,9,30,9,mob9_dpd30,小程序,零钱罐#mob9_dpd30#小程序
10000346,1039,20250109,0,Rate36,拍拍贷,fpd,,60,,fpd60,api,拍拍贷#fpd60#api
10000346,1039,20250109,0,Bank,微众银行,dpd,3,60,3,mob3_dpd60,api,微众银行#mob3_dpd60#api
10000346,1040,20251011,0,Bank,微众银行,dpd,3,30,3,mob3_dpd30,京东白条,微众银行#mob3_dpd30#京东白条
10000346,1040,20251011,0,Bank,微众银行,dpd,12,60,12,mob12_dpd60,京东白条,微众银行#mob12_dpd60#京东白条
10000347,1041,20250710,0,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,api,拍拍贷#mob6_dpd30#api
10000347,1041,20250710,0,Bank,微众银行,dpd,3,30,3,mob3_dpd30,京东白条,微众银行#mob3_dpd30#京东白条
10000347,1042,20251119,0,Rate24,零钱罐,dpd,6,60,6,mob6_dpd60,api,零钱罐#mob6_dpd60#api
10000347,1042,20251119,1,Rate24,零钱罐,dpd,9,30,9,mob9_dpd30,api,零钱罐#mob9_dpd30#api
10000347,1042,20251119,0,Rate24,分期乐,dpd,3,30,3,mob3_dpd30,api,分期乐#mob3_dpd30#api
10000347,1043,20241222,0,Bank,百信银行,dpd,3,30,3,mob3_dpd30,api,百信银行#mob3_dpd30#api
10000347,1043,20241222,0,Bank,微众银行,fpd,,60,,fpd60,京东白条,微众银行#fpd60#京东白条
10000348,1044,20241104,0,Rate24,分期乐,dpd,3,60,3,mob3_dpd60,小程序,分期乐#mob3_dpd60#小程序
10000348,1044,20241104,0,Bank,微众银行,dpd,12,30,12,mob12_dpd30,京东白条,微众银行#mob12_dpd30#京东白条
10000348,1044,20241104,0,Rate24,零钱罐,fpd,,30,,fpd30,小程序,零钱罐#fpd30#小程序
10000348,1045,20250812,0,Bank,微众银行,dpd,9,30,9,mob9_dpd30,api,微众银行#mob9_dpd30#api
10000348,1046,20240601,0,Rate24,分期乐,dpd,6,30,6,mob6_dpd30,小程序,分期乐#mob6_dpd30#小程序
10000349,1047,20240813,0,Rate24,零钱罐,dpd,12,30,12,mob12_dpd30,api,零钱罐#mob12_dpd30#api
10000349,1048,20250507,0,Bank,微众银行,dpd,3,30,3,mob3_dpd30,api,微众银行#mob3_dpd30#api
10000349,1048,20250507,0,Rate36,拍拍贷,dpd,6,60,6,mob6_dpd60,h5,拍拍贷#mob6_dpd60#h5
10000349,1049,20250710,0,Bank,百信银行,dpd,6,30,6,mob6_dpd30,api,百信银行#mob6_dpd30#api
10000349,1049,20250710,0,Bank,微众银行,dpd,3,60,3,mob3_dpd60,京东白条,微众银行#mob3_dpd60#京东白条
10000349,1049,20250710,0,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,h5,拍拍贷#mob9_dpd30#h5
10000350,1050,20240513,0,Rate36,美团月付,dpd,6,60,6,mob6_dpd60,h5,美团月付#mob6_dpd60#h5
10000350,1050,20240513,0,Rate24,零钱罐,dpd,3,60,3,mob3_dpd60,api,零钱罐#mob3_dpd60#api
10000350,1050,20240513,0,Rate36,拍拍贷,dpd,12,30,12,mob12_dpd30,api,拍拍贷#mob12_dpd30#api
10000350,1051,20250310,0,Rate24,分期乐,dpd,9,30,9,mob9_dpd30,小程序,分期乐#mob9_dpd30#小程序
10000350,1051,20250310,0,Bank,百信银行,dpd,9,30,9,mob9_dpd30,京东白条,百信银行#mob9_dpd30#京东白条
10000350,1052,20241112,0,Bank,微众银行,dpd,3,60,3,mob3_dpd60,api,微众银行#mob3_dpd60#api
10000350,1052,20241112,0,Rate36,拍拍贷,dpd,12,60,12,mob12_dpd60,h5,拍拍贷#mob12_dpd60#h5
10000351,1053,20250322,0,Rate24,分期乐,fpd,,60,,fpd60,api,分期乐#fpd60#api
10000351,1053,20250322,0,Bank,百信银行,fpd,,30,,fpd30,api,百信银行#fpd30#api
10000351,1054,20260223,0,Rate24,分期乐,dpd,3,60,3,mob3_dpd60,api,分期乐#mob3_dpd60#api
10000351,1054,20260223,0,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,h5,拍拍贷#mob9_dpd30#h5
10000351,1054,20260223,0,Rate36,美团月付,dpd,12,30,12,mob12_dpd30,api,美团月付#mob12_dpd30#api
10000351,1055,20240401,0,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,api,美团月付#mob9_dpd30#api
10000351,1055,20240401,0,Bank,百信银行,fpd,,30,,fpd30,京东白条,百信银行#fpd30#京东白条
10000351,1055,20240401,0,Rate24,零钱罐,dpd,3,60,3,mob3_dpd60,api,零钱罐#mob3_dpd60#api
10000352,1056,20260211,1,Bank,微众银行,dpd,9,30,9,mob9_dpd30,京东白条,微众银行#mob9_dpd30#京东白条
10000352,1056,20260211,0,Rate36,拍拍贷,dpd,9,60,9,mob9_dpd60,api,拍拍贷#mob9_dpd60#api
10000352,1057,20250124,1,Rate36,美团月付,fpd,,60,,fpd60,h5,美团月付#fpd60#h5
10000352,1058,20250915,1,Rate24,分期乐,dpd,6,60,6,mob6_dpd60,小程序,分期乐#mob6_dpd60#小程序
10000353,1059,20250106,0,Rate24,零钱罐,dpd,3,30,3,mob3_dpd30,小程序,零钱罐#mob3_dpd30#小程序
10000353,1059,20250106,0,Rate36,美团月付,fpd,,60,,fpd60,api,美团月付#fpd60#api
10000353,1059,20250106,0,Bank,百信银行,dpd,12,30,12,mob12_dpd30,api,百信银行#mob12_dpd30#api
10000353,1060,20241017,-2,Rate36,拍拍贷,fpd,,30,,fpd30,h5,拍拍贷#fpd30#h5
10000353,1060,20241017,0,Rate36,拍拍贷,fpd,,30,,fpd30,api,拍拍贷#fpd30#api
10000353,1060,20241017,0,Bank,百信银行,dpd,9,60,9,mob9_dpd60,api,百信银行#mob9_dpd60#api
10000353,1061,20250905,0,Bank,微众银行,dpd,3,30,3,mob3_dpd30,京东白条,微众银行#mob3_dpd30#京东白条
10000353,1061,20250905,0,Rate36,美团月付,dpd,12,30,12,mob12_dpd30,api,美团月付#mob12_dpd30#api
10000353,1061,20250905,-2,Rate24,零钱罐,dpd,12,30,12,mob12_dpd30,api,零钱罐#mob12_dpd30#api
10000354,1062,20250701,1,Rate36,拍拍贷,dpd,6,60,6,mob6_dpd60,h5,拍拍贷#mob6_dpd60#h5
10000354,1062,20250701,0,Rate36,拍拍贷,dpd,9,60,9,mob9_dpd60,api,拍拍贷#mob9_dpd60#api
10000354,1062,20250701,0,Rate24,分期乐,fpd,,60,,fpd60,小程序,分期乐#fpd60#小程序
10000354,1063,20240618,0,Rate36,拍拍贷,fpd,,60,,fpd60,api,拍拍贷#fpd60#api
10000354,1064,20250715,0,Bank,微众银行,dpd,3,60,3,mob3_dpd60,api,微众银行#mob3_dpd60#api
10000354,1064,20250715,1,Rate24,零钱罐,dpd,12,30,12,mob12_dpd30,小程序,零钱罐#mob12_dpd30#小程序
10000354,1064,20250715,0,Rate36,美团月付,dpd,3,30,3,mob3_dpd30,api,美团月付#mob3_dpd30#api
10000355,1065,20250922,0,Bank,百信银行,dpd,9,60,9,mob9_dpd60,api,百信银行#mob9_dpd60#api
10000355,1065,20250922,0,Rate24,分期乐,dpd,6,60,6,mob6_dpd60,api,分期乐#mob6_dpd60#api
10000355,1066,20241210,0,Rate24,零钱罐,fpd,,30,,fpd30,api,零钱罐#fpd30#api
10000355,1066,20241210,-2,Rate24,分期乐,dpd,6,30,6,mob6_dpd30,小程序,分期乐#mob6_dpd30#小程序
10000355,1066,20241210,0,Bank,微众银行,dpd,12,60,12,mob12_dpd60,api,微众银行#mob12_dpd60#api
10000355,1067,20260124,0,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,api,拍拍贷#mob9_dpd30#api
10000355,1067,20260124,-2,Rate24,零钱罐,dpd,12,30,12,mob12_dpd30,小程序,零钱罐#mob12_dpd30#小程序
10000355,1067,20260124,0,Rate24,零钱罐,dpd,9,60,9,mob9_dpd60,api,零钱罐#mob9_dpd60#api
10000356,1068,20250612,0,Bank,百信银行,fpd,,30,,fpd30,京东白条,百信银行#fpd30#京东白条
10000356,1068,20250612,1,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,api,拍拍贷#mob3_dpd30#api
10000356,1068,20250612,1,Bank,百信银行,dpd,6,60,6,mob6_dpd60,api,百信银行#mob6_dpd60#api
10000356,1069,20241121,0,Rate36,拍拍贷,fpd,,60,,fpd60,api,拍拍贷#fpd60#api
10000356,1069,20241121,0,Rate24,分期乐,dpd,12,30,12,mob12_dpd30,api,分期乐#mob12_dpd30#api
10000356,1069,20241121,0,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,api,拍拍贷#mob9_dpd30#api
10000356,1070,20240303,0,Bank,微众银行,dpd,3,60,3,mob3_dpd60,api,微众银行#mob3_dpd60#api
10000357,1071,20250703,0,Rate24,零钱罐,dpd,3,30,3,mob3_dpd30,api,零钱罐#mob3_dpd30#api
10000357,1072,20240822,0,Rate24,分期乐,dpd,9,30,9,mob9_dpd30,api,分期乐#mob9_dpd30#api
10000357,1073,20250924,0,Bank,百信银行,dpd,3,30,3,mob3_dpd30,api,百信银行#mob3_dpd30#api
10000357,1073,20250924,0,Rate36,美团月付,dpd,6,30,6,mob6_dpd30,api,美团月付#mob6_dpd30#api
10000357,1073,20250924,0,Rate24,零钱罐,fpd,,30,,fpd30,小程序,零钱罐#fpd30#小程序
10000358,1074,20250327,0,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,api,拍拍贷#mob6_dpd30#api
10000358,1074,20250327,0,Bank,微众银行,dpd,12,30,12,mob12_dpd30,api,微众银行#mob12_dpd30#api
10000358,1074,20250327,0,Rate36,美团月付,dpd,6,60,6,mob6_dpd60,h5,美团月付#mob6_dpd60#h5
10000358,1075,20250210,0,Bank,百信银行,dpd,12,30,12,mob12_dpd30,京东白条,百信银行#mob12_dpd30#京东白条
10000358,1075,20250210,0,Rate24,零钱罐,dpd,6,30,6,mob6_dpd30,小程序,零钱罐#mob6_dpd30#小程序
10000358,1076,20240601,-2,Rate36,拍拍贷,dpd,9,60,9,mob9_dpd60,h5,拍拍贷#mob9_dpd60#h5
10000359,1077,20250828,1,Bank,微众银行,fpd,,60,,fpd60,京东白条,微众银行#fpd60#京东白条
10000359,1078,20240617,1,Rate36,美团月付,dpd,12,60,12,mob12_dpd60,api,美团月付#mob12_dpd60#api
10000359,1078,20240617,0,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,h5,拍拍贷#mob3_dpd30#h5
10000359,1078,20240617,0,Rate36,美团月付,dpd,6,30,6,mob6_dpd30,h5,美团月付#mob6_dpd30#h5
10000359,1079,20250107,0,Bank,百信银行,dpd,6,60,6,mob6_dpd60,京东白条,百信银行#mob6_dpd60#京东白条
10000359,1079,20250107,0,Rate36,拍拍贷,dpd,12,30,12,mob12_dpd30,api,拍拍贷#mob12_dpd30#api
10000360,1080,20251122,1,Rate36,拍拍贷,dpd,12,30,12,mob12_dpd30,h5,拍拍贷#mob12_dpd30#h5
10000360,1080,20251122,0,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,h5,拍拍贷#mob6_dpd30#h5
10000360,1080,20251122,-2,Bank,微众银行,fpd,,30,,fpd30,api,微众银行#fpd30#api
10000360,1081,20260126,0,Rate24,分期乐,fpd,,30,,fpd30,小程序,分期乐#fpd30#小程序
10000360,1082,20260208,0,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,h5,美团月付#mob9_dpd30#h5
10000361,1083,20260122,1,Rate36,美团月付,fpd,,60,,fpd60,api,美团月付#fpd60#api
10000361,1083,20260122,0,Bank,微众银行,fpd,,30,,fpd30,京东白条,微众银行#fpd30#京东白条
10000361,1084,20250423,0,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,api,拍拍贷#mob3_dpd30#api
10000361,1085,20240715,0,Bank,百信银行,fpd,,60,,fpd60,api,百信银行#fpd60#api
10000362,1086,20251118,1,Rate36,美团月付,dpd,12,30,12,mob12_dpd30,api,美团月付#mob12_dpd30#api
10000362,1086,20251118,0,Rate24,零钱罐,dpd,9,60,9,mob9_dpd60,小程序,零钱罐#mob9_dpd60#小程序
10000362,1087,20251008,0,Rate24,分期乐,dpd,12,60,12,mob12_dpd60,小程序,分期乐#mob12_dpd60#小程序
10000362,1087,20251008,-2,Bank,百信银行,dpd,9,30,9,mob9_dpd30,京东白条,百信银行#mob9_dpd30#京东白条
10000362,1087,20251008,0,Rate24,零钱罐,dpd,3,30,3,mob3_dpd30,api,零钱罐#mob3_dpd30#api
10000362,1088,20260227,0,Bank,百信银行,fpd,,30,,fpd30,api,百信银行#fpd30#api
10000362,1088,20260227,0,Rate24,分期乐,dpd,3,30,3,mob3_dpd30,api,分期乐#mob3_dpd30#api
10000362,1088,20260227,0,Rate24,分期乐,dpd,3,30,3,mob3_dpd30,小程序,分期乐#mob3_dpd30#小程序
10000363,1089,20250628,1,Rate24,分期乐,dpd,6,30,6,mob6_dpd30,api,分期乐#mob6_dpd30#api
10000363,1090,20240628,0,Rate24,分期乐,dpd,12,30,12,mob12_dpd30,小程序,分期乐#mob12_dpd30#小程序
10000363,1091,20250321,0,Bank,百信银行,dpd,3,60,3,mob3_dpd60,京东白条,百信银行#mob3_dpd60#京东白条
10000363,1091,20250321,0,Rate24,分期乐,dpd,9,60,9,mob9_dpd60,api,分期乐#mob9_dpd60#api
10000363,1091,20250321,0,Bank,百信银行,dpd,12,30,12,mob12_dpd30,京东白条,百信银行#mob12_dpd30#京东白条
10000364,1092,20250102,0,Rate36,美团月付,dpd,6,30,6,mob6_dpd30,h5,美团月付#mob6_dpd30#h5
10000364,1092,20250102,0,Rate24,零钱罐,fpd,,60,,fpd60,api,零钱罐#fpd60#api
10000364,1092,20250102,0,Rate24,零钱罐,dpd,9,30,9,mob9_dpd30,小程序,零钱罐#mob9_dpd30#小程序
10000364,1093,20251111,0,Rate24,零钱罐,dpd,12,30,12,mob12_dpd30,api,零钱罐#mob12_dpd30#api
10000364,1093,20251111,0,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,h5,拍拍贷#mob9_dpd30#h5
10000364,1094,20241213,0,Rate36,美团月付,dpd,3,30,3,mob3_dpd30,api,美团月付#mob3_dpd30#api
10000364,1094,20241213,0,Rate24,零钱罐,dpd,3,30,3,mob3_dpd30,api,零钱罐#mob3_dpd30#api
10000364,1094,20241213,0,Bank,微众银行,dpd,9,60,9,mob9_dpd60,京东白条,微众银行#mob9_dpd60#京东白条
10000365,1095,20241027,0,Rate24,零钱罐,dpd,12,60,12,mob12_dpd60,api,零钱罐#mob12_dpd60#api
10000365,1096,20240416,1,Rate24,分期乐,dpd,12,30,12,mob12_dpd30,api,分期乐#mob12_dpd30#api
10000365,1096,20240416,0,Rate36,美团月付,dpd,3,30,3,mob3_dpd30,h5,美团月付#mob3_dpd30#h5
10000365,1096,20240416,0,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,h5,拍拍贷#mob3_dpd30#h5
10000365,1097,20251116,0,Rate36,拍拍贷,dpd,12,60,12,mob12_dpd60,h5,拍拍贷#mob12_dpd60#h5
10000366,1098,20250905,0,Bank,微众银行,dpd,3,30,3,mob3_dpd30,api,微众银行#mob3_dpd30#api
10000366,1098,20250905,0,Rate36,拍拍贷,dpd,9,30,9,mob9_dpd30,h5,拍拍贷#mob9_dpd30#h5
10000366,1098,20250905,0,Bank,微众银行,fpd,,30,,fpd30,api,微众银行#fpd30#api
10000366,1099,20240323,0,Rate36,拍拍贷,fpd,,60,,fpd60,h5,拍拍贷#fpd60#h5
10000366,1099,20240323,0,Rate36,拍拍贷,dpd,9,60,9,mob9_dpd60,h5,拍拍贷#mob9_dpd60#h5
10000366,1099,20240323,-2,Bank,微众银行,fpd,,30,,fpd30,api,微众银行#fpd30#api
10000366,1100,20250110,0,Rate24,零钱罐,dpd,12,60,12,mob12_dpd60,api,零钱罐#mob12_dpd60#api
10000366,1100,20250110,0,Bank,微众银行,fpd,,60,,fpd60,京东白条,微众银行#fpd60#京东白条
10000366,1100,20250110,0,Rate24,零钱罐,dpd,6,30,6,mob6_dpd30,api,零钱罐#mob6_dpd30#api
10000367,1101,20250203,-2,Rate36,拍拍贷,dpd,6,60,6,mob6_dpd60,api,拍拍贷#mob6_dpd60#api
10000367,1102,20250228,0,Bank,百信银行,fpd,,30,,fpd30,京东白条,百信银行#fpd30#京东白条
10000367,1103,20260106,0,Rate24,零钱罐,dpd,6,30,6,mob6_dpd30,小程序,零钱罐#mob6_dpd30#小程序
10000367,1103,20260106,0,Rate24,零钱罐,fpd,,60,,fpd60,api,零钱罐#fpd60#api
10000368,1104,20240601,1,Rate36,美团月付,dpd,6,60,6,mob6_dpd60,api,美团月付#mob6_dpd60#api
10000368,1104,20240601,0,Rate36,美团月付,dpd,6,30,6,mob6_dpd30,h5,美团月付#mob6_dpd30#h5
10000368,1104,20240601,0,Rate24,零钱罐,dpd,3,30,3,mob3_dpd30,api,零钱罐#mob3_dpd30#api
10000368,1105,20241003,0,Bank,百信银行,dpd,6,60,6,mob6_dpd60,京东白条,百信银行#mob6_dpd60#京东白条
10000368,1106,20240713,0,Bank,百信银行,dpd,12,30,12,mob12_dpd30,api,百信银行#mob12_dpd30#api
10000368,1106,20240713,0,Bank,百信银行,dpd,9,30,9,mob9_dpd30,api,百信银行#mob9_dpd30#api
10000369,1107,20240803,0,Rate36,拍拍贷,dpd,3,30,3,mob3_dpd30,h5,拍拍贷#mob3_dpd30#h5
10000369,1107,20240803,0,Rate24,零钱罐,dpd,6,60,6,mob6_dpd60,小程序,零钱罐#mob6_dpd60#小程序
10000369,1108,20251224,1,Rate24,分期乐,dpd,6,30,6,mob6_dpd30,api,分期乐#mob6_dpd30#api
10000369,1108,20251224,0,Bank,微众银行,dpd,9,60,9,mob9_dpd60,京东白条,微众银行#mob9_dpd60#京东白条
10000369,1109,20260115,1,Rate36,美团月付,fpd,,60,,fpd60,h5,美团月付#fpd60#h5
10000370,1110,20240410,0,Bank,微众银行,dpd,3,30,3,mob3_dpd30,京东白条,微众银行#mob3_dpd30#京东白条
10000370,1110,20240410,1,Rate36,拍拍贷,fpd,,30,,fpd30,api,拍拍贷#fpd30#api
10000370,1110,20240410,0,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,h5,美团月付#mob9_dpd30#h5
10000370,1111,20250601,0,Bank,微众银行,dpd,6,30,6,mob6_dpd30,api,微众银行#mob6_dpd30#api
10000370,1111,20250601,1,Rate36,拍拍贷,dpd,12,60,12,mob12_dpd60,api,拍拍贷#mob12_dpd60#api
10000370,1111,20250601,0,Rate24,零钱罐,dpd,12,60,12,mob12_dpd60,小程序,零钱罐#mob12_dpd60#小程序
10000370,1112,20240814,0,Rate24,零钱罐,dpd,12,30,12,mob12_dpd30,小程序,零钱罐#mob12_dpd30#小程序
10000370,1112,20240814,0,Bank,百信银行,dpd,3,60,3,mob3_dpd60,京东白条,百信银行#mob3_dpd60#京东白条
10000370,1112,20240814,0,Bank,百信银行,dpd,9,30,9,mob9_dpd30,京东白条,百信银行#mob9_dpd30#京东白条
10000371,1113,20240705,1,Rate36,拍拍贷,dpd,3,60,3,mob3_dpd60,h5,拍拍贷#mob3_dpd60#h5
10000371,1113,20240705,0,Rate36,美团月付,fpd,,30,,fpd30,h5,美团月付#fpd30#h5
10000371,1113,20240705,0,Bank,百信银行,dpd,6,60,6,mob6_dpd60,api,百信银行#mob6_dpd60#api
10000371,1114,20241028,0,Rate24,零钱罐,dpd,12,30,12,mob12_dpd30,小程序,零钱罐#mob12_dpd30#小程序
10000371,1114,20241028,1,Bank,微众银行,dpd,12,60,12,mob12_dpd60,京东白条,微众银行#mob12_dpd60#京东白条
10000371,1114,20241028,0,Rate24,分期乐,fpd,,30,,fpd30,api,分期乐#fpd30#api
10000371,1115,20240709,0,Rate24,零钱罐,dpd,3,60,3,mob3_dpd60,小程序,零钱罐#mob3_dpd60#小程序
10000372,1116,20250214,0,Rate24,零钱罐,dpd,9,60,9,mob9_dpd60,小程序,零钱罐#mob9_dpd60#小程序
10000372,1116,20250214,0,Rate36,美团月付,dpd,12,60,12,mob12_dpd60,h5,美团月付#mob12_dpd60#h5
10000372,1117,20260201,0,Rate24,分期乐,dpd,9,60,9,mob9_dpd60,小程序,分期乐#mob9_dpd60#小程序
10000372,1117,20260201,0,Rate24,分期乐,dpd,6,60,6,mob6_dpd60,小程序,分期乐#mob6_dpd60#小程序
10000372,1118,20250504,-2,Bank,百信银行,dpd,12,60,12,mob12_dpd60,京东白条,百信银行#mob12_dpd60#京东白条
10000372,1118,20250504,0,Rate36,拍拍贷,fpd,,30,,fpd30,api,拍拍贷#fpd30#api
10000373,1119,20250806,0,Rate36,美团月付,fpd,,30,,fpd30,h5,美团月付#fpd30#h5
10000373,1119,20250806,0,Bank,微众银行,dpd,9,60,9,mob9_dpd60,京东白条,微众银行#mob9_dpd60#京东白条
10000373,1119,20250806,0,Rate36,美团月付,dpd,3,30,3,mob3_dpd30,h5,美团月付#mob3_dpd30#h5
10000373,1120,20250202,0,Rate24,零钱罐,dpd,6,60,6,mob6_dpd60,小程序,零钱罐#mob6_dpd60#小程序
10000373,1120,20250202,0,Rate36,美团月付,dpd,9,30,9,mob9_dpd30,api,美团月付#mob9_dpd30#api
10000373,1120,20250202,-2,Rate24,零钱罐,dpd,3,60,3,mob3_dpd60,api,零钱罐#mob3_dpd60#api
10000373,1121,20240321,0,Rate24,分期乐,dpd,6,60,6,mob6_dpd60,小程序,分期乐#mob6_dpd60#小程序
10000374,1122,20240527,0,Bank,微众银行,dpd,12,30,12,mob12_dpd30,京东白条,微众银行#mob12_dpd30#京东白条
10000374,1122,20240527,0,Bank,微众银行,dpd,3,60,3,mob3_dpd60,api,微众银行#mob3_dpd60#api
10000374,1123,20240928,0,Bank,百信银行,fpd,,30,,fpd30,api,百信银行#fpd30#api
10000374,1124,20240808,-2,Rate36,拍拍贷,dpd,6,60,6,mob6_dpd60,h5,拍拍贷#mob6_dpd60#h5
10000374,1124,20240808,1,Rate36,拍拍贷,dpd,6,30,6,mob6_dpd30,api,拍拍贷#mob6_dpd30#api
10000375,1125,20251123,0,Rate24,分期乐,fpd,,60,,fpd60,小程序,分期乐#fpd60#小程序
10000375,1126,20251115,1,Rate36,拍拍贷,dpd,3,60,3,mob3_dpd60,api,拍拍贷#mob3_dpd60#api
10000375,1126,20251115,0,Rate36,拍拍贷,fpd,,30,,fpd30,h5,拍拍贷#fpd30#h5
10000375,1126,20251115,0,Rate24,零钱罐,dpd,3,30,3,mob3_dpd30,api,零钱罐#mob3_dpd30#api
10000375,1127,20251102,0,Bank,百信银行,dpd,3,60,3,mob3_dpd60,京东白条,百信银行#mob3_dpd60#京东白条
10000375,1127,20251102,0,Rate24,分期乐,dpd,6,60,6,mob6_dpd60,api,分期乐#mob6_dpd60#api
10000375,1127,20251102,0,Rate36,拍拍贷,dpd,3,60,3,mob3_dpd60,api,拍拍贷#mob3_dpd60#api
10000376,1128,20250603,1,Bank,百信银行,fpd,,30,,fpd30,api,百信银行#fpd30#api
10000376,1128,20250603,0,Bank,百信银行,dpd,3,30,3,mob3_dpd30,api,百信银行#mob3_dpd30#api
10000376,1128,20250603,0,Rate36,美团月付,dpd,12,30,12,mob12_dpd30,api,美团月付#mob12_dpd30#api
10000376,1129,20250416,0,Rate24,零钱罐,dpd,12,60,12,mob12_dpd60,api,零钱罐#mob12_dpd60#api
10000376,1129,20250416,0,Rate24,零钱罐,dpd,9,60,9,mob9_dpd60,api,零钱罐#mob9_dpd60#api
10000376,1130,20250612,0,Bank,微众银行,dpd,9,30,9,mob9_dpd30,api,微众银行#mob9_dpd30#api
10000376,1130,20250612,0,Bank,百信银行,dpd,3,30,3,mob3_dpd30,api,百信银行#mob3_dpd30#api
10000377,1131,20241201,0,Rate24,零钱罐,dpd,12,30,12,mob12_dpd30,api,零钱罐#mob12_dpd30#api
10000377,1131,20241201,0,Bank,百信银行,dpd,9,30,9,mob9_dpd30,京东白条,百信银行#mob9_dpd30#京东白条
10000377,1132,20250727,0,Rate36,美团月付,fpd,,30,,fpd30,api,美团月付#fpd30#api
10000377,1132,20250727,0,Rate24,零钱罐,dpd,6,30,6,mob6_dpd30,小程序,零钱罐#mob6_dpd30#小程序
10000377,1133,20251021,0,Rate24,零钱罐,fpd,,30,,fpd30,api,零钱罐#fpd30#api
